gene1,gene2,avgdeg,avgbet,avgclose,avgcore,avgcons,avgecc,avgeigen_cen,avghub_score,avgneighbor1,avgneighbor2,avgneighbor3,avgneighbor4,avgneighbor5,avgneighbor6,avgtriangle,avgcommon_neighbor,comm.detect,shortest_path,cohesion,adhesion
2539741,398872,2,11831.5,0,1.5,0.5,17,0,0,3,102.5,164,390,3598,13054.5,0.5,2,0,2,31,31
851148,828714,13.5,318837,0,4.5,0,18,0,0,14.5,87,1172,2796.5,6703,10038,5.5,13.5,0,9,1,1
9406,178078,3.5,348,0,3.5,0.5,17.5,0,0,4.5,128,2021.5,5454.5,7785.5,9028.5,1,3.5,0,8,4,10
2541054,187901,1.5,11831.5,0.5,1,0.5,10.5,0,0,2.5,4,9.5,31.5,84,174.5,0,1.5,0,4,12,12
395934,21761,1.5,11076.5,0.5,1.5,0.5,9,0,0,2.5,6.5,112,2331,5717,7942.5,0,1.5,0,5,12,13
23132,76281,4,2038,0,3.5,0.5,16,0,0,5,291.5,3507.5,6781,12140,15708,0.5,4,0,5,1,2
35878,318093,3.5,211092.5,0,2,0.5,19.5,0,0,4.5,25.5,114,430.5,2068,6361,1.5,3.5,0,4,5,5
187515,843320,1,0,0.5,1,1,11,0,0,2,24,50,95.5,206,469.5,0,1,0,3,2,2
850919,51062,12.5,1345.5,0,11,0,16.5,0,0,13.5,1376.5,5134.5,9026,14744,17462,46,12.5,0,5,3,3
853400,837202,4,593,0,3.5,0.5,19.5,0,0,5,59.5,890.5,2126,4998,8147.5,3,4,0,3,5,5
57120,24400,15,187519.5,0,8,0,15.5,0,0,16,963.5,4444,9958,14888,17610.5,8,15,0,4,2,2
7132,6629,28,137265,0,15.5,0,15,0,0,29,851,6214.5,11954,16154.5,18182.5,87,28,0,8,4,4
850507,6311,13,4607.5,0,8,0,16,0,0,14,539,4363.5,8620.5,14652,17471,22,13,0,6,2,2
839290,11216,17,1783,0,9,0,18.5,0,0,18,61,607.5,4315.5,6917,9072,155.5,17,0,26,0,0
3690,843079,7.5,71475,0,4.5,0.5,18.5,0,0,8.5,174,3379,7231.5,8517.5,9419.5,3,7.5,0,12,1,1
44861,69922,3.5,48795.5,0,2,0.5,17,0,0,4.5,32,1007.5,4687.5,7929.5,12168,3,3.5,0,4,4,4
3791,176968,11.5,26926,0,7,0,9,0,0,12.5,387.5,3655.5,6607,8327.5,9166,8,11.5,0,26,0,0
836259,54778,15.5,32046,0,9.5,0,17.5,0,0,16.5,414,3730,7318,9102,10067,12,15.5,0,5,6,7
9917,853336,1.5,54.5,0,1.5,0.5,17,0,0,2.5,250,1912.5,6726.5,10823.5,16236,0,1.5,0,5,21,21
855415,2539941,2,133.5,0,2,0.5,19,0,0,3,583.5,1702.5,3109,6875.5,8668,0,2,0,4,2,2
58190,172245,4,36270,0,3,0,17,0,0,5,54.5,2025,5375,7812.5,9184.5,0.5,4,0,5,2,2
10979,178153,6,4831.5,0,5,0.5,16,0,0,7,564,3437,6124.5,8370.5,11199,0.5,6,0,8,1,1
834412,832243,2.5,30952,0,1.5,0,18,0,0,3.5,14,56.5,991.5,4887.5,9628,0,2.5,0,9,1,1
3817,827493,1.5,3,0.5,1,0.5,2.5,0,0,2.5,3,3.5,5,5,5,0,1.5,0,26,0,0
814776,22872,8.5,14401.5,0,5.5,0,8.5,0,0,9.5,701,4188,7228.5,8498.5,9189,10.5,8.5,0,4,6,6
801,5630,41.5,320640.5,0,14,0,15.5,0,0,42.5,1523.5,7298,12993.5,16501,18332,45,41.5,0,4,10,11
10629,767,10.5,1450.5,0,9,0.5,15.5,0,0,11.5,391,4184.5,11143.5,14812.5,17478,81.5,10.5,0,5,5,5
2543639,25948,4,39123.5,0,2,0,18.5,0,0,5,133,1991,5459,7703,9142,1,4,0,4,3,3
84749,822018,3.5,1804,0.5,3.5,0.5,8,0,0,4.5,343.5,3200.5,6612,8342,9095.5,1,3.5,0,11,3,3
852618,3756,7,1923.5,0,5,0,16.5,0,0,8,61.5,1374,6078.5,11649,16287,16,7,0,8,1,1
172712,15461,3.5,74073.5,0,2.5,0,17,0,0,4.5,25.5,99.5,726.5,4359,9505.5,1,3.5,0,6,6,7
851562,944855,7,374,0.5,5.5,0.5,9,0,0,8,275.5,1516,2688.5,6410.5,8352.5,24.5,7,0,3,12,12
851592,147179,9,12320,0,8,0,16,0,0,10,1043,4588,11211.5,15741.5,17823,14.5,9,0,3,7,7
6835,181608,1,0,0,1,1,9,0,0,2,46.5,895.5,4638,7392,8639,0,1,0,7,3,5
43788,161502,7,7026,0,6,0,17,0,0,8,50.5,1206.5,4967,7930.5,9614,18,7,0,5,5,5
51099,55037,16,27247,0,9.5,0,15.5,0,0,17,641.5,4276.5,10336,15385,17675,64.5,16,0,4,1,1
2540244,7551,1,0,0,1,1,17.5,0,0,2,11,28.5,665.5,5420.5,11634.5,0,1,0,9,1,1
5817,84060,3.5,834,0,2.5,0,16,0,0,4.5,75.5,1675,9118,14434.5,17204.5,0,3.5,0,26,0,0
55922,13207,10,13552.5,0,7.5,0,15.5,0,0,11,484,3553,7247.5,13295.5,16525,10.5,10,0,4,4,4
814648,80750,9.5,13708.5,0,7.5,0.5,19,0,0,10.5,67.5,347.5,3149.5,6761,8962,38,9.5,0,5,3,3
855170,8795,13,51849,0,7.5,0,16.5,0,0,14,1221.5,5222.5,9284.5,14952.5,17587.5,15,13,0,26,0,0
839320,174198,2,12227.5,0,2,0,21.5,0,0,3,6,14.5,48,84,156.5,0.5,2,0,5,3,3
7763,1363,1,0,0,1,1,16,0,0,2,186.5,2734,6656,11103.5,14931,0,1,0,5,6,6
172303,83899,4,136930,0,1.5,0.5,17.5,0,0,5,34.5,747,4470.5,7234,8842,0.5,4,0,5,4,4
2543412,2542433,3,435723,0,1.5,0,17,0,0,4,28,76,270,3342.5,13019,0,3,0,6,1,1
