gene1,gene2,avgdeg,avgbet,avgclose,avgcore,avgcons,avgecc,avgeigen_cen,avghub_score,avgneighbor1,avgneighbor2,avgneighbor3,avgneighbor4,avgneighbor5,avgneighbor6,avgtriangle,avgcommon_neighbor,comm.detect,shortest_path,cohesion,adhesion,gi
51937,123169,15.831150341779,11989.5325542949,0,14.1103834472597,0,15.5,0,0,16.831150341779,501.102410789579,5607.18517465517,11441.7703113258,15923.1084852032,18067.9424829111,47.7142179198563,15.831150341779,0,7,3.55846621096134,3.55846621096134,SV
56445,123169,16.10673015262,10237.6788594108,0,14.2022433842067,0,15.2977566157933,0,0,17.10673015262,506.04996793624,5611.87525864621,11487.4870890509,15957.7627506303,18074.5900741739,51.7583279893734,16.10673015262,0,7,4,4,SV
77079,123169,17.6401743076276,4299.93783597276,0,13.8971926593222,0,15.5,0,0,18.6401743076276,521.81258698646,5165.67484310688,11154.9478254246,15608.7234308966,17862.785477211,65.3924495161045,17.6401743076276,0,11,1,1,SV
55290,96863,15.8762617171742,5432.12773400731,0,13.1146884764312,0,15.3853115235688,0,0,16.8762617171742,373.227289090864,4545.79394231492,10995.759658165,15439.4075868604,17954.2876787289,63.6298290825216,15.8762617171742,0,10.7706230471376,1,1,SV
69572,73525,8.18627059785649,1308.64704429905,0,7.18627059785649,0,15.5,0,0,9.18627059785649,273.281715069083,4610.15907411871,10874.0956439805,15558.1122072053,17819.8625064692,16.4485147419618,8.18627059785649,0,8,1.59313529892825,1.59313529892825,SV
37442,81354,10.5623543621041,2747.35119498288,0,8.31247087242082,0,15.5,0,0,11.5623543621041,298.687995168846,4452.51934071258,10877.1861310038,15589.3825149154,17901.3720289869,22.6247087242082,10.5623543621041,0,7.37505825515836,3.24988348968327,3.24988348968327,SV
54552,119791,21.5877061455976,5279.39316850307,0,14.5,0,15.4561469272012,0,0,22.5877061455976,610.971888874075,6050.52098896704,11763.1289352651,16163.0318587442,18134.980134698,101.526611724054,21.5877061455976,0,8,3.82458770880476,3.82458770880476,SV
51577,114923,21.2158392064739,6506.9286139363,0,14.4431678412948,0,15.5,0,0,22.2158392064739,610.423263899749,6009.94193787524,11724.1311083268,16117.0621717568,18121.4891255547,98.5556021926459,21.2158392064739,0,8,3.88633568258956,3.88633568258956,SV
60464,123169,16.556283966871,6956.53542046435,0,14.3520946556237,0,15.1479053443763,0,0,17.556283966871,529.426766277291,5656.98049134272,11553.4216484744,16008.712182912,18067.2473618744,55.6544610462151,16.556283966871,0,7,4,4,SV
29103,70695,20.2113897345262,23474.469646805,0,14.5,0,15,0,0,21.2113897345262,571.768338407157,5936.84899054456,11721.7232414669,16181.9503498361,18216.8993270297,75.0981787105557,20.2113897345262,0,6.08246007584967,1.247380227549,1.247380227549,SV
41922,78508,16.3778569141869,7936.24723233737,0,12.6221430858131,0,15,0,0,17.3778569141869,509.804640151211,5784.99925575848,11568.0589188529,15975.7360742107,18047.8421388173,55.9592856380623,16.3778569141869,0,26,0,0,SV
53494,20289,21.2911444609053,15100.5868040682,0,12.202530154027,0,15,0,0,22.2911444609053,503.386084152851,5624.2721683057,11723.3989116708,16122.3671963715,18025.297469846,88.7531921504997,21.2911444609053,0,26,0,0,SV
33878,79134,20.5,20233.9134414759,0,14.5,0,15,0,0,21.5,577.180349655449,5977.66686847131,11707.6527818732,16161.2569842217,18209.2629348475,80.410371508915,20.5,0,6.23002185346559,1,1,SV
61773,118018,20.6853854275541,4401.15134049731,0,14.4735163674923,0,15,0,0,21.6853854275541,589.976705385139,6054.06696937059,11641.4176346285,16061.5679408619,18140.8962829963,93.2086800424149,20.6853854275541,0,7.05296726501547,1.05296726501547,1.05296726501547,SV
57060,123169,19.2654219863471,4365.47637659311,0,14.0937130884267,0,15.2968565442134,0,0,20.2654219863471,615.454619918717,6016.21886073472,11703.652448108,16118.1385025845,18105.6862450065,75.2630596456584,19.2654219863471,0,8.40628691157326,2.78113926528022,2.78113926528022,SV
54516,123169,20.3159540792694,4487.72011104226,0,14.2847189235035,0,15.3923594617518,0,0,21.3159540792694,607.718883598107,6015.64584322949,11723.3260491209,16129.1213381015,18112.1804433991,88.5379651834955,20.3159540792694,0,8.21528107649647,3.3541567705106,3.3541567705106,SV
24271,40115,26.4126217956655,50490.8218922281,0,13.3968445510836,0,15,0,0,27.4126217956655,873.657772445818,6984.51217207429,12192.9466047059,16393.9041148297,18305.1638360062,83.0825213622302,26.4126217956655,0,9,1.79368910216726,1.79368910216726,SV
77298,99174,22.3115577525459,16202.2319518207,0,14.5,0,15,0,0,23.3115577525459,766.781413077377,6495.00001448672,12028.8492621374,16432.9799083788,18295.4346732576,92.8718615896069,22.3115577525459,0,8.37688449490815,2.75376898981631,2.75376898981631,SV
61354,106418,11.4925257130526,7716.51784340932,0,10,0,15.5,0,0,12.4925257130526,486.018491411,5446.93705148005,11427.092457055,15779.1188113657,17884.6341485523,21.2537371434737,11.4925257130526,0,7,1.7387885695789,1.7387885695789,SV
59171,173837,11.1596324548591,6164.09958324302,0,9.84036754514091,0,15.5,0,0,12.1596324548591,456.332191410009,5415.53963594337,11401.657763519,15773.6347919477,17887.3761095658,21.0211026354227,11.1596324548591,0,7,1.47889736457728,1.47889736457728,SV
43547,91370,17.1594270803034,6396.40705188178,0,12.1702864598483,0,15.5,0,0,18.1594270803034,473.199400985613,5512.62638040073,11491.7976039425,15965.9323171917,18025.8827471724,56.6051301825792,17.1594270803034,0,4,2.51085937954485,2.51085937954485,SV
19541,92456,16.3013810745906,7660.38447792816,0,12.1986189254094,0,15.5,0,0,17.3013810745906,416.05442453851,5512.61838869133,11515.2520461128,15997.1413812395,18133.0956778702,38.0924040897517,16.3013810745906,0,4,2.59585677622817,2.59585677622817,SV
5140,122732,25.441091876477,23799.4571856214,0,14.9963182422798,0,15.5,0,0,26.441091876477,1079.37994009512,6755.10237016622,11932.1546338242,16207.8071104987,18190.1656790974,96.1391877434216,25.441091876477,0,3,4.01472703088075,4.02209054632112,SV
38909,88978,20.8825686816126,61907.571463889,0,14.7114105426008,0,15.5,0,0,21.8825686816126,1147.47288031841,6724.33233860089,11944.1207572108,16115.4970158027,18202.986525583,68.2182331748772,20.8825686816126,0,3,5.15435782959685,5.73153674439527,SV
7345,54890,13.2931460544933,24374.5785131101,0,10.6465730272466,0,15.5,0,0,14.2931460544933,762.899271452683,5774.02971793164,11756.7337101912,16202.5454539546,18181.6379239651,18.0177526539192,13.2931460544933,0,4,5.70685394550674,5.70685394550674,SV
44032,45656,13.6687621403253,4273.42601204128,0,11.6624757193495,0,15.5,0,0,14.6687621403253,642.807063401793,5683.64315739158,11490.0488610769,15873.3530108007,18042.8060921758,35.112184351543,13.6687621403253,0,4,2.35009712260216,2.35009712260216,SV
6488,60704,12.1391921248287,17690.9422110957,0,7.95489901560359,0,15.5451009843964,0,0,13.1391921248287,238.090952989878,3465.04817210184,10446.3484563723,15440.7799533249,17662.5684360142,54.0723251858726,12.1391921248287,0,4,5,5,SV
6329,13989,12.7374403239228,56485.5506870341,0,7.02917329734191,0,16,0,0,13.7374403239228,281.551034385338,3676.54944302328,10486.3647795268,15439.8573917774,17711.1572326412,19.5,12.7374403239228,0,3.05834659468383,5.94165340531617,6.88330681063235,SV
27060,23199,12.5805122875609,4156.85875126999,0,9.86017076252028,0,15.4300853812601,0,0,13.5805122875609,493.788196600974,5518.31145148142,11450.7097438562,15928.7965847496,18176.6907580388,26.8813661001623,12.5805122875609,0,8.13982923747972,1,1,SV
58435,22547,9.57800284854602,1577.18053488526,0,9,0,15,0,0,10.578002848546,381.604478555731,4988.98952365143,12100.1876246333,16178.5204304511,18045.2745212839,27.1739515747176,9.57800284854602,0,9,1,1,SV
62003,40523,9.56380978925154,1207.39825697243,0,7.5,0,15.5,0,0,10.5638097892515,257.734282528982,3754.67213215306,10175.8842977518,15154.2007473796,17613.1330386125,28.9288913663477,9.56380978925154,0,26,0,0,SV
51181,94684,9.33457977278158,7315.73233189096,0,7.08271011360921,0,15.7086449431954,0,0,10.3345797727816,247.549056248507,3702.95873416227,9886.67352241208,14760.8773593787,17575.6217504012,22.5469640343217,9.33457977278158,0,26,0,0,SV
49390,58646,31.4437096859328,26975.1297337317,0,21.4506989237852,0,15,0,0,32.4437096859328,716.11333345063,6633.57008058415,12504.8247044368,16526.7606720624,18422.2470699979,337.49357537902,31.4437096859328,0,3,2.80279569514096,2.80279569514096,SV
6473,44303,30.308674165397,16273.8777909004,0,22.3462431059452,0,15,0,0,31.308674165397,848.821001448203,6934.56846225995,12873.6923359871,16745.0591792417,18515.0781821456,296.005801886437,30.308674165397,0,3,4.30751378810965,4.30751378810965,SV
1900,88455,8.05350253684446,12911.4823655519,0,5.71401014737785,0,15.5,0,0,9.05350253684446,167.39604034787,3544.61614133837,9897.84913723124,14079.0725875814,17254.0742126117,14.5885279052891,8.05350253684446,0,3,4.10700507368892,4.10700507368892,SV
21056,94442,8.64963735640049,2454.61234632134,0,7.5,0,15.5,0,0,9.64963735640049,300.358251169324,3910.26396383345,9980.49497191608,14533.4525385052,17409.1414310038,16.2079781591892,8.64963735640049,0,3,5.59854942560196,5.59854942560196,SV
22543,35591,27.6941952327034,143526.518717184,0,14.6129463488469,0,15,0,0,28.6941952327034,934.006684071268,6567.77621627075,12258.0401937191,16417.0437287933,18268.0535618616,59.3540193719091,27.6941952327034,0,4.22589269769378,3.45178539538756,3.45178539538756,SV
68524,20241,34.76066290983,144710.447302887,0,14.1595580601133,0,15,0,0,35.76066290983,849.023765369551,7044.81680259621,12558.9168842195,16578.8309357921,18383.8364600406,79.3143630463164,34.76066290983,0,5.84044193988666,1.63823224045336,1.63823224045336,SV
7617,86738,11.5088240588084,7206.88654719945,0,8.5,0,15.5,0,0,12.5088240588084,492.046708977432,5250.8712858099,11455.7988699934,16012.3768458454,18137.1297721987,26.2797811984783,11.5088240588084,0,4,2.5022060147021,2.5022060147021,SV
5910,115453,9.90264770388603,2842.26628699154,0,8.60066192597151,0,15.5,0,0,10.902647703886,419.16491792351,5415.5416521579,11541.6894583628,15978.5675656274,18147.6894583628,22.6205197051167,9.90264770388603,0,4,2,2,SV
62661,105797,6.99876994662918,6544.72971494566,0,6.39926196797751,0.5,15.5,0,0,7.99876994662918,335.586103735957,4005.9371409337,9895.27354383538,14447.6817952101,17511.6548603803,13.5933577117976,6.99876994662918,0,26,0,0,SV
79385,80658,5.5498194724787,13411.8855921344,0,5.52989168348722,0.5,15.5,0,0,6.5498194724787,437.012636926491,3814.09609815618,9510.72208799585,14426.2373281927,17576.2780515274,5.76902515138499,5.5498194724787,0,26,0,0,SV
12003,111827,11.8124984367751,8392.0914497145,0,10.3593738275813,0,15,0,0,12.8124984367751,1049.76556051697,7183.43769540312,12899.499874942,16596.5467878502,18351.093913357,20.7812398390379,11.8124984367751,0,26,0,0,SV
29500,10047,10.1298367558047,5916.05478616664,0,9.09737756685354,0,15,0,0,11.1298367558047,980.355766176945,7393.77040552441,12764.8869404644,16502.7383991361,18526.9320590184,9.84393891273066,10.1298367558047,0,26,0,0,SV
27716,52900,7.89656862569973,4743.64167521102,0,6.59485293854959,0,15.5,0,0,8.89656862569973,328.361274592113,4382.971323821,10911.8068631059,15550.3213232851,17881.137254972,11.0519607597962,7.89656862569973,0,26,0,0,SV
33771,68679,8.03207081486471,4082.52649427508,0,6.79810622229706,0,15.5,0,0,9.03207081486471,321.992671701359,4360.41020932503,10883.8934121379,15569.2238786736,17875.7171674054,12.9489914081059,8.03207081486471,0,26,0,0,SV
8764,51325,43.4845540575916,65853.4169008635,0,22,0,15,0,0,44.4845540575916,1344.87424034032,7787.75241638743,13462.3115089529,17080.0727949215,18906.5105626178,378.830094633508,43.4845540575916,0,3.00617837696336,4.99382162303664,4.99382162303664,SV
30260,6848,35.8264750739327,42690.971654979,0,21.3101966765244,0,15,0,0,36.8264750739327,1385.13361643429,8015.8506783552,13151.4744609633,16922.5844473032,18548.9057188706,353.914311632165,35.8264750739327,0,4,4,4,SV
2313,6523,7.5,4138.64982018911,0,6.99097070482094,0,15,0,0,8.5,730.598185246694,6403.08351542149,12478.147857488,16630.7686493262,18402.0000222357,1.97291211446282,7.5,0,3,3.03611718071625,3.03611718071625,SV
4562,4746,9.32241467386484,6720.39253655635,0,7.41120733693242,0,15,0,0,10.3224146738648,685.374936144799,6500.72631181963,12330.5197654925,16335.6848955173,18197.7125063855,22.8245797548443,9.32241467386484,0,3,2.26637798920274,2.26637798920274,SV
10030,4148,40.9399648348335,47859.3327671732,0,23,0,15,0,0,41.9399648348335,887.407100370387,7132.71998927603,13244.4399648348,16844.8886935269,18566.3956991257,383.492115271976,40.9399648348335,0,4.12445225892588,10.6222612946294,10.9956180714071,SV
11224,2392,37.8980886933859,6483.40099869692,0,24.3471330400789,0,15,0,0,38.8980886933859,1170.40114897373,7802.60168589139,13571.4456835127,16957.7133040079,18492.0126543826,482.079625252518,37.8980886933859,0,5,15,18,SV
6386,4371,9.5,22356,0,7,0,15,0,0,10.5,570.5,5479,11947,16299,18102,25.5,9.5,0,3,4.62761663272977,4.62761663272977,SV
6349,4895,10.4036990876775,11235.6814930988,0,7.60246605845168,0,15,0,0,11.4036990876775,478.322693056893,5394.65475181676,11700.290149064,16196.279537034,18067.6594346683,36.946855110582,10.4036990876775,0,3,5.60246605845168,5.60246605845168,SV
2997,23065,54.8648810447194,297781.316385055,0,13.0541673130356,0,15.1351189552806,0,0,55.8648810447194,1588.30652314937,7947.75422936445,13269.8940599924,16716.5309749115,18551.8357796613,178.797620894387,54.8648810447194,0,2,6.81071373168379,6.81071373168379,SV
5370,84508,54.1290893957485,417411.56441963,0,10.6648491574451,0,15.4587877106387,0,0,55.1290893957485,1673.46055897884,7620.95482900506,13172.3694985537,16620.6999722554,18303.9267092084,169.398173242575,54.1290893957485,0,2.08242457872257,8.58787710638717,8.58787710638717,SV
11224,5010,34,13133.4697787543,0,20.6130370260216,0,15.3065185130108,0,0,35,954.255850706249,6800.07703866181,12538.3974846099,16378.982818885,18176.2428173979,475.258666617097,34,0,4.61303702602163,11.9348148698919,11.9348148698919,SV
11224,1864,34,21252.8770345822,0,20.5542515108828,0,15,0,0,35,817.89305207436,6933.73161784885,12716.1026348207,16586.1011971191,18297.2756880538,471.945748489117,34,0,4,15,16.6627545326483,SV
53182,6384,41.123846446164,55137.8375795484,0,22,0,14.5208974196576,0,0,42.123846446164,824.989869082812,6009.18817855977,12619.6112749707,16535.2483284776,18455.0384517945,334.498461928219,41.123846446164,0,7.04179483931512,1,1,SV
55051,8024,40.5604218671797,51076.3698826289,0,21.9182975536678,0,14.5408512231661,0,0,41.5604218671797,819.498290064861,6037.7883300063,12595.3850474285,16548.8128432356,18464.7639166255,326.993160259444,40.5604218671797,0,7,1.0817024463322,1.0817024463322,SV
24826,2374,9.83957964845467,9220.03680167219,0,7.63857720501255,0.5,15.4538075983291,0,0,10.8395796484547,812.604203515453,5649.71569788002,12164.0192232996,16256.5991912982,18284.8357636164,15.5593210372608,9.83957964845467,0,8.8152303933166,1,1,SV
76631,2279,9.13354032300413,6870.11881092004,0,7.56553865410388,0.5,15.4781537819654,0,0,10.1335403230041,755.113836204633,4594.03448220715,10506.6060139425,15669.1323609687,17838.6609544009,12.1021629609168,9.13354032300413,0,7,3.86892269179225,3.86892269179225,SV
15080,6928,32.6764518562704,52054.3537121899,0,15.3436958733946,0,14.5,0,0,33.6764518562704,918.788130395114,6789.68793932907,12802.8059984911,16553.9303489719,18370.3436958734,119.341963822022,32.6764518562704,0,10.7915944978595,1,1,SV
39030,21305,23.2456035369541,32134.7853449392,0,14.5353374460246,0,14.5,0,0,24.2456035369541,865.975379806943,6640.68053588388,12861.2772580709,16602.7013074232,18369.535337446,92.6661357188132,23.2456035369541,0,9.71378326136619,1,1,SV
9186,16366,40.0421893261373,52833.5413323455,0,22.8380210362375,0,15.0809894818813,0,0,41.0421893261373,878.475262952968,7122.76871834695,13247.6726529021,16840.3869887032,18599.9859368913,357.700272692367,40.0421893261373,0,4,9.19010518118739,9.19010518118739,SV
9729,4192,41.3568673168775,53666.0962274401,0,22.9363854741678,0,15,0,0,42.3568673168775,886.543379954062,7120.65568740293,13241.1672248186,16848.9701215189,18597.8778295913,366.92746926751,41.3568673168775,0,4,10,10,SV
48185,6210,27.7625412819907,184510.585536929,0,16.0592552842572,0,14.7288061426952,0,0,28.7625412819907,1973.11467138398,8729.64315555152,13787.8101799684,16983.9118229672,18655.3097423874,83.9991248380393,27.7625412819907,0,26,0,0,SV
44539,6015,27.2594866084401,196409.053395172,0,15.8624078033026,0,14.706934200367,0,0,28.2594866084401,1986.39094037726,8726.95290664514,13802.8362043479,16998.7847437505,18669.0453221695,81.4182356433012,27.2594866084401,0,26,0,0,SV
10081,11012,4.88753106561489,2421.29212649493,0,4.41002485249192,0.5,16.477506213123,0,0,5.88753106561489,304.023736411473,3408.30890572979,8590.47485477361,14116.178003263,17215.5726180493,2.38753106561489,4.88753106561489,0,26,0,0,SV
10823,56696,2.18328593263868,127.785429608892,0,2.18328593263868,0.5,16.3167140673613,0,0,3.18328593263868,463.954824225861,3197.87551995157,8834.84699246625,13954.6149418638,17079.4976589881,0.633428134722635,2.18328593263868,0,26,0,0,SV
3096,13454,4.00184466503561,3280.04058362031,0,3.3763834987767,0,15.5,0,0,5.00184466503561,310.326553598978,5213.16973312711,11314.9777921881,15738.5663600536,18005.3689330071,1.63099516136572,4.00184466503561,0,2.2509223325178,12.2472330024466,12.2472330024466,SV
1457,9598,3.57813032064587,1059.88334760419,0,3.0585977404844,0,15.5,0,0,4.57813032064587,292.742408306804,5202.89466027566,11233.9424238235,15665.8993499908,17920.6260641292,0.253923542099074,3.57813032064587,0,2.03906516032293,12.8828045190312,12.8828045190312,SV
23078,7375,3.15316340094432,773.666589207947,0,3.15316340094432,0,15.5,0,0,4.15316340094432,204.668639966752,4032.64701924985,11175.5302641285,15696.5389156654,17806.4594902028,0,3.15316340094432,0,26,0,0,SV
47439,3509,4.08331639913376,992.41221297218,0,3.72221093275584,0,15.8611054663779,0,0,5.08331639913376,220.833672017325,3735.61613492365,10827.1136963989,15391.698536876,17719.3346880693,0.361105466377921,4.08331639913376,0,26,0,0,SV
7689,9113,48.6501964342315,90216.2719647784,0,27.3667103187181,0,15.1833551593591,0,0,49.6501964342315,1119.33224203205,7449.75568318367,13314.2829488819,16800.3317047984,18410.626322187,568.453208425781,48.6501964342315,0,3.73342063743621,8.16644840640947,8.53315872512758,SV
10586,5448,53.3630233487347,117498.354223162,0,27.4677076146472,0,15.2338538073236,0,0,54.3630233487347,1181.21468826151,7784.37970151438,13448.5660082049,16954.6249137577,18600.874741273,626.444286285085,53.3630233487347,0,5,10.3229238535278,12.3875086242333,SV
5534,84053,36.4684369959868,28536.136499283,0,19.9936873991974,0,15,0,0,37.4684369959868,794.61993941525,6781.14518981846,12626.1704402217,16756.7556603325,18566.6893780241,335.780637122109,36.4684369959868,0,3,16.0031563004013,16.0031563004013,SV
8698,39612,35.1069698340725,29034.7933143375,0,20,0,15,0,0,36.1069698340725,847.992358371615,6842.01472126762,12674.1988437411,16672.360977978,18429.1472256396,412.059447059641,35.1069698340725,0,3.55721206637099,15.442787933629,15.442787933629,SV
6106,21774,41.5511584585765,16835.4687808917,0,26.0965994071448,0,15.380680118571,0,0,42.5511584585765,1069.38639762858,7598.37421477982,13504.4094172344,16917.5919288574,18497.313565656,681.46569493995,41.5511584585765,0,2.76136023714207,11.1477578657214,11.1477578657214,SV
5908,50719,48.5469293865608,75578.6420736944,0,26.6353804089595,0,15,0,0,49.5469293865608,1223.01429624134,7727.03760540055,13528.3736947225,17024.0939832004,18657.5343735152,629.861014423892,48.5469293865608,0,2.45487319701351,17.090253605973,17.5451268029865,SV
78392,25628,20.5150976404548,4866.75203046948,0.5,14.7462255898863,0.5,8.37311279494315,0,0,21.5150976404548,259.344025126658,3080.67795108166,6114.03207537998,8171.22867983207,9175.02663955092,287.986345098354,20.5150976404548,0,6.23867676965892,6.04529292136431,6.04529292136431,SV
89414,64068,24.6544558926253,55764.6228465147,0.5,12.8455441073747,0.5,8,0,0,25.6544558926253,520.280684063444,3578.15372567601,6774.08490894118,8587.26999575889,9419.43213925755,241.117465073359,24.6544558926253,0,3.74345424608327,12.6910882147495,12.6910882147495,SV
9766,37726,22.8101363524329,15443.5492670359,0,15.5,0,15.5,0,0,23.8101363524329,598.652045286493,4524.0007718422,11341.1250327162,15556.1975820696,17929.0015436844,230.689863647567,22.8101363524329,0,8.24054540973157,1,1,SV
10491,11629,22.525597074884,15299.0033140411,0,15.5,0,15.5,0,0,23.525597074884,594.38395612326,4501.52216891584,11017.6038741431,15331.6960920835,17884.0443378317,230.974402925116,22.525597074884,0,7.10238829953596,1,1,SV
11224,9391,52.0194276153343,31909.4873563553,0,31.0129517435562,0,15,0,0,53.0194276153343,914.155107429018,7043.68790418003,12700.260183149,16697.5487777344,18510.1049718215,755.518069742247,52.0194276153343,0,5.98704825644381,6.11656569200568,6.14246917911805,SV
11224,6310,49.4934342675842,7599.30861053267,0,31.8355219108053,0,15.4177609554026,0,0,50.4934342675842,693.011020324426,6663.86379351327,12553.1454504495,16438.3302952936,18272.7940163759,752.493434267584,49.4934342675842,0,5.16447808919474,3.49343426758423,3.49343426758423,SV
13368,7862,23.9237219579518,33179.7847644333,0,14.9237219579518,0,15.2881390210241,0,0,24.9237219579518,633.320871872827,5962.06728586741,11825.4374592584,15835.698325919,18212.6198232323,300.660739297047,23.9237219579518,0,3,4.30511216819286,4.30511216819286,SV
2494,9267,23.5464790801052,30662.6316620019,0,14.5464790801052,0,15.4767604599474,0,0,24.5464790801052,569.378204077831,5933.96269146784,11648.3219281094,16023.3766576477,18277.5055982219,285.382402744261,23.5464790801052,0,3,5.8140836795792,5.8140836795792,SV
55144,42006,20.1806203138549,1053.56811160035,0,16,0,15.8403101569274,0,0,21.1806203138549,354.87750850094,5527.91562052642,11634.3349387507,16161.028684394,18145.671346337,270.572876634309,20.1806203138549,0,5,8.68062031385489,8.68062031385489,SV
117501,6675,20.215561192017,2442.16960035032,0,16.5963009933475,0,15.5,0,0,21.215561192017,392.197704503778,5017.50510251708,11340.1817628506,16019.2404396755,17992.2538279486,225.197704503778,20.215561192017,0,4.76147960266098,8,8,SV
770,52991,29.1956668620696,11708.3135578495,0,15.9661852068966,0,15.5,0,0,30.1956668620696,546.720302896574,4988.53678513796,10960.1503085172,15595.6266859655,17904.1828421034,196.830588206882,29.1956668620696,0,4.1352591724135,3.93237041379325,3.93237041379325,SV
133395,16317,20.2097517800285,13078.1963420312,0,15.9354771109065,0,15.5,0,0,21.2097517800285,401.951660223654,5002.51345880807,11410.6948260387,16128.9169888173,18035.1141200368,241.791086467565,20.2097517800285,0,5.12904577818699,7.35477110906504,7.35477110906504,SV
6199,57898,19.909069689922,7176.16990145971,0,17.3977325775195,0,15.4659108591732,0,0,20.909069689922,401.329476492247,5055.63596754521,11139.9653662338,15674.0112593088,17855.3171279328,176.351839502575,19.909069689922,0,3,12.204534844961,12.204534844961,SV
6395,66193,21.9787807767279,38265.4726122952,0,16.880304805818,0,15.2934349352727,0,0,22.9787807767279,408.056037524366,5094.27057449892,11192.9154748713,15684.1873388189,17958.1127785775,218.608440858196,21.9787807767279,0,3,13.239390388364,13.239390388364,SV
6061,48005,31.456373911351,6121.22603289038,0,20.5,0,15.0679532610811,0,0,32.456373911351,569.628292335663,5731.26271424489,11606.0059859692,16112.0788238822,18224.1391629567,294.630878265947,31.456373911351,0,3,6.72818695567548,6.72818695567548,SV
25227,51710,28.1417128685862,22559.0698142995,0,20.0177141085733,0,15,0,0,29.1417128685862,566.279420777224,5953.96980958758,11755.3394951764,16275.8491993651,18423.2114914565,240.913123725913,28.1417128685862,0,2.03542821714655,8.92914356570691,8.92914356570691,SV
7692,65143,20.6552882862743,13889.8621223643,0,14.6621153145097,0,15.1689423427451,0,0,21.6552882862743,268.430102778831,3966.97799840081,10815.5136540565,15678.6620088902,17905.3514323176,202.276335007045,20.6552882862743,0,3.33788468549028,3.98634594352916,3.98634594352916,SV
6617,12316,17.1290418317076,18343.1987097285,0,14.5629041831708,0,15.4370958168292,0,0,18.1290418317076,282.8321565839,4306.42003814119,10874.3821269056,15623.597003961,17794.834218491,175.57436970342,17.1290418317076,0,3,5,5,SV
6505,35686,33.152817402035,29264.1510640727,0,22.7882043505087,0,14.7117956494913,0,0,34.152817402035,1141.47227145918,6807.52630206756,12629.8181176186,16636.3226197781,18500.208942703,315.510743566789,33.152817402035,0,3,5.7292261030525,5.7292261030525,SV
5819,48868,33.8641937065404,35063.842096375,0,22.7283874130808,0,14.5679031467298,0,0,34.8641937065404,1252.43101265747,6691.46476421948,12422.1761532828,16544.9894421924,18462.9698107956,315.845491620479,33.8641937065404,0,3,6.59258111962117,6.59258111962117,SV
20601,43262,23.3730177002726,12613.1679859562,0,17.5,0,15,0,0,24.3730177002726,895.374053754844,6367.77740684466,12423.9145055696,16403.3645129155,18352.0070082615,243.651000130805,23.3730177002726,0,26,0,0,SV
36132,38242,24.0777399851941,12971.2329018295,0,16.6333900222089,0,15,0,0,25.0777399851941,875.350472361548,6452.05946717947,12370.6894745824,16415.9965986675,18342.674168586,174.227702146862,24.0777399851941,0,26,0,0,SV
5449,18853,18.3530758537818,24141.4872047838,0,14.3530758537818,0,15,0,0,19.3530758537818,1268.60670774104,7860.69858812285,12913.5614216542,16677.4479407917,18418.4669519479,29.7938482924365,18.3530758537818,0,2.29384829243645,31.4123034151271,33.5307585378177,SV
6368,3826,24.56154141773,54817.4983838368,0,13.9804393070517,0,15,0,0,25.56154141773,1208.6063814814,7832.44521788193,12945.1256187585,16715.2285549584,18410.6898882517,44.9136338907992,24.56154141773,0,2,33.3854951811954,35.3463737952989,SV
5710,11028,36.6699046539143,57103.0668373008,0,21,0,15,0,0,37.6699046539143,1161.67231819825,7971.31664149906,13315.9515497601,16902.1335221357,18587.0582239861,371.116507756524,36.6699046539143,0,2.63834922434762,14.8082538782619,14.8082538782619,SV
5707,4058,34.5500462497585,40670.4633705572,0,21,0,15,0,0,35.5500462497585,1184.88274683454,8114.28496682295,13226.9753911174,16885.8160024164,18632.0087874541,365.648288758937,34.5500462497585,0,3,13.2502312487923,13.2502312487923,SV
5710,6235,48.0808838591911,144583.025132486,0,21.225840551313,0,15,0,0,49.0808838591911,1756.24063982116,8794.76686223876,13694.7479370311,16932.2667598138,18686.131316938,418.713257887866,48.0808838591911,0,3.45168110262603,8,8,SV
5710,8442,49.8255265374901,145709.815067999,0,21.4750752196414,0,15,0,0,50.8255265374901,1864.65772054403,8859.06940666749,13738.6132386569,16877.9336021182,18702.830039716,444.882898062351,49.8255265374901,0,3.95015043928288,8,8,SV
10054,7576,17.004759340547,22296.8436275907,0,10.5,0,15,0,0,18.004759340547,1306.29778881837,7758.31965746824,13125.2492921781,16660.8720102143,18377.8501415644,31.4890656750649,17.004759340547,0,26,0,0,SV
10054,5370,14.0302676713327,13442.6567788306,0,10.5,0,15,0,0,15.0302676713327,1340.76689816162,7815.88481977244,13116.5007872686,16685.7177641571,18379.5998425463,19.9410391945858,14.0302676713327,0,26,0,0,SV
42695,204199,3.98276396258734,265.346011706861,0,3.65517597505823,0.5,15.6724120124709,0,0,4.98276396258734,81.0689441496506,2229.84425600315,7965.19155866862,13148.6385079594,16745.8977714574,3.44829188776202,3.98276396258734,0,6.65517597505823,4.93105585034937,4.93105585034937,SV
41128,122966,3.36235739430413,276.509873200208,0,3.36235739430413,0.5,16.3623573943041,0,0,4.36235739430413,122.685169007629,2086.06047011307,7890.75397706544,13376.2311601541,16659.9205246242,1.22471478860825,3.36235739430413,0,6.72471478860825,2.44942957721651,2.44942957721651,SV
