V4,V2
9879,A0A0C4DG89
9879,DDX46
9882,TBCD4
9882,A0A3B3IRT3
9883,P121A
9885,E7ET92
9885,B4DKJ8
9885,OSBL2
9886,A0A024QZL4
9886,RHBT1
9887,SMG7
9887,Q6TV06
9887,E9PD50
9891,A0A024RBL3
9891,NUAK1
9892,E9PDG8
9892,B7Z2N2
9892,AP180
9894,TELO2
9894,B4DXS2
9896,FIG4
9896,A0A6Q8PGB4
9897,E7EQI7
9897,WASC5
9898,UBP2L
9898,F8W726
9898,B4DYY5
9903,KLH21
9905,B9A6J3
9905,SGSM2
9908,A0A024RDE5
9908,G3BP2
9908,A0A024RDB2
9910,F1LJ00
9910,A0A804HKD7
9910,RBG10
9910,Q9Y3L8
9910,RBG1L
9910,F5H8L0
9911,TMCC2
9911,Q8IW47
9911,A0A0C4DFR1
9912,RHG44
9912,Q69Z00
9912,E7ERK8
9913,ST65G
9915,Q7Z3A3
9915,Q86TN1
9915,X5DQN9
9915,ARNT2
9917,A0A024R918
9917,XYLK
9918,CND1
9918,B3KMS0
9918,B3KY03
9919,F1T0I1
9919,SC16A
9921,A0A024RBP0
9921,RNF10
9922,IQEC1
9922,B4DGC5
9922,A0A0C4DGT3
9924,PAN2
9925,ZBTB5
9925,Q5T942
9927,MFN2
9928,KIF14
9929,A0A024R1P5
9929,JOS1
9931,A0A024R8K8
9931,HELZ
9931,A0A2P0H7U5
9931,B7ZLW2
9935,MAFB
9937,DCR1A
9939,RBM8A
9939,A0A023T787
9943,OXSR1
9946,QORL1
9947,MAGC1
9949,A0A0S2Z4X0
9949,A0A0S2Z4V0
9949,AMMR1
9950,GOGA5
9958,UBP15
9960,UBP3
9960,Q6JHV3
9961,X5D2M8
9961,X5DNU0
9961,X5D7K9
9961,MVP
9963,S23A1
9967,TR150
9968,MED12
9969,A0A024QZ75
9969,MED13
9970,F1DAL4
9970,NR1I3
9971,F1DAL1
9971,B6ZGS9
9971,NR1H4
9972,NU153
9973,CCS
9975,F1D8P2
9975,NR1D2
9975,B4DXD3
9976,CLC2B
9978,RBX1
9982,FGFP1
9984,THOC1
9987,A0A024RDB5
9987,HNRDL
9987,A0A087WUK2
9988,DMTF1
9988,D6W5P0
9988,B3KMJ8
9989,PP4R1
9990,S12A6
9990,A0A024R9I5
9990,Q6NSI7
9990,A0A024R9K8
9992,KCNE2
9994,C8AP2
10000,AKT3
10000,A0A5F9ZHU3
10001,A0A087WYL7
10001,MED6
10002,F1D8Q9
10002,NR2E3
10003,NALD2
10003,J3KNJ3
10005,ACOT8
10005,A0A494C0N6
10006,B6VEX5
10006,ABI1
10006,A0A0A0MRT6
10006,B6VEX3
10006,B6VEX4
10009,KAISO
10010,TANK
10010,B2R7S3
10010,Q6NW12
10011,SRA1
10013,B4DZH6
10013,A0A024QZ26
10013,Q9NSW6
10013,Q9BRX7
10013,HDAC6
10014,HDAC5
10015,PDC6I
10016,PDCD6
10016,A0A024QZ42
10016,A0A087WZ38
10016,Q53FC3
10017,B2L10
10017,H0YMD5
10018,B2L11
10018,A0A0C4DH20
10018,A0A0A0MRE7
10019,SH2B3
10019,Q96BA5
10019,B7Z7K6
10019,Q59H48
10019,F5GYM4
10024,F8W130
10024,TROAP
10025,MED16
10026,GPI8
10036,CAF1A
10038,PARP2
10039,PARP3
10039,A0A024R318
10040,Q8NI65
10040,TM1L1
10043,TOM1
10043,B3KUF5
10044,SH2D3
10044,B4DG32
10045,A8K2M8
10045,SH23A
10048,A0A024QZW3
10048,RANB9
10049,A0A0J9YX62
10049,DNJB6
10052,A0A654IDC0
10052,CXG1
10053,AP1M2
10053,Q53GI5
10054,SAE2
10055,SAE1
10055,A0A024R0R4
10056,SYFB
10059,B4DYR6
10059,DNM1L
10062,B4DXU5
10062,NR1H3
10062,F1D8N1
10062,B5MBY7
10063,COX17
10066,A0A140VK92
10066,A8K769
10066,SCAM2
10067,SCAM3
10072,DPP3
10072,Q5JPB8
10073,SPN1
10075,HUWE1
10075,A0A024R9W5
10081,PDCD7
10081,Q6IEG3
10083,A0A0S2Z4V1
10083,USH1C
10083,A0A0S2Z4U9
10084,A0A0S2Z4V5
10084,PQBP1
10087,CERT
10087,A0A024RAJ5
10087,A0A2R8Y7C5
10092,ARPC5
10093,ARPC4
10094,ARPC3
10095,ARC1B
10095,A4D275
10096,B4DXW1
10096,A0A024RAI1
10096,ARP3
10097,ARP2
10100,TSN2
10100,B2RD31
10100,B1AKP1
10105,A0A024QZS4
10105,PPIF
10106,A0A024RBA6
10106,CTDS2
10106,A0A024RB65
10107,TRI10
10107,A0A1U9X8M5
10109,ARPC2
10109,Q53R19
10109,A0A024R408
10111,RAD50
10111,A5D6Y3
10112,KI20A
10114,HIPK3
10114,A8KAE4
10116,FEM1B
10121,A0A384NQ21
10121,ACTZ
10124,A0A024R9Z2
10124,ARL4A
10126,DNAL4
10127,ZN263
10127,D3DUC1
10128,LPPRC
10128,A0A804HIG4
10128,E5KNY5
10130,PDIA6
10130,A0A384NPU5
10131,A0A140VJY2
10131,TRAP1
10131,Q53FS6
10133,OPTN
10134,BAP31
10135,A0A024R718
10135,NAMPT
10137,RBM12
10138,G3V212
10138,YAF2
10138,B4DJQ9
10139,B7ZKY8
10139,ARFRP
10139,A0A384P5U7
10140,TOB1
10142,Q5GIA7
10142,Q6PJH3
10142,A0A7P0TBH8
10142,AKAP9
10142,A0A0A0MRF6
10146,Q5U0Q1
10146,Q6ZP53
10146,G3BP1
10147,A8K5G0
10147,M0R2Z9
10147,SUGP2
10152,A0A7D9NKC8
10152,A0A0C4DG21
10152,B7Z836
10152,F8WAL6
10152,ABI2
10153,CEBPZ
10155,TIF1B
10158,PDZ1I
10159,RENR
10163,WASF2
10168,ZN197
10168,Q7Z6G1
10169,SERF2
10174,VINEX
10178,B7ZMH4
10178,TEN1
10179,J3KPD3
10179,RBM7
10179,G3V1T9
10180,A8K6Q4
10180,E9PGM9
10180,RBM6
10181,RBM5
10181,A0A024R2U6
10188,A0A499FJ16
10188,B3KXJ4
10188,C9J1X3
10188,ACK1
10188,A0A5F9ZGX5
10188,A0A5F9ZHJ2
10189,E9PB61
10189,THOC4
10190,TXND9
10193,RNF41
10193,A0A024RB33
10195,C9J7S5
10195,ALG3
10196,ANM3
10196,Q8WUV3
10197,Q6MZZ1
10197,PSME3
10197,B3KQ25
10197,A0A024R203
10197,V9HWJ8
10199,MPP10
10200,MPH6
10200,H3BNT4
10201,A0A2R8Y7V2
10201,NDK6
10201,A0A0C4DG91
10201,C9JQB1
10203,D3DPG9
10203,CALRL
10204,NTF2
10204,A0A024R6Y2
10206,TRI13
10206,L7MTJ6
10206,A0A024RDU3
10208,USPL1
10208,B3KQ64
10208,A8K1B1
10209,EIF1
10209,Q6IAV3
10210,TOPRS
10211,Q5ST80
10211,FLOT1
10212,DX39A
10213,PSDE
10213,A0A140VKF2
10217,CTDSL
10221,TRIB1
10226,PLIN3
10226,A0A140VJN8
10228,STX6
10229,COQ7
10231,RCAN2
10231,B2R612
10236,B4DMD1
10236,Q6MZS5
10236,Q0VGD6
10236,B4DMB1
10236,HNRPR
10236,B4DT28
10238,DCAF7
10239,AP3S2
10239,A0A024RC62
10240,RT31
10241,CACO2
10243,GEPH
10244,A0A024R8A0
10244,A0A0S2Z4Z1
10244,RABEK
10244,A0A0S2Z4Z5
10245,TI17B
10248,POP7
10250,B7Z7U0
10250,SRRM1
10250,A0A0S2Z4W1
10252,SPY1
10253,SPY2
10254,STAM2
10256,B4DL25
10256,CNKR1
10256,Q53GM7
10256,G3V160
10257,MRP4
10257,A8K2Q2
10262,SF3B4
10262,B3KUJ0
10263,Q6IAV4
10263,CDKA2
10267,RAMP1
10267,E9PC20
10270,AKAP8
10272,A0A024R1Y8
10272,FSTL3
10273,CHIP
10274,STAG1
10274,Q4LE48
10276,ARHG8
10276,Q5SQI7
10276,Q5SQI5
10277,UBE4B
10278,EFS
10280,A0A7P0Z4C2
10280,A0A7P0T9D5
10280,B4DR71
10280,SGMR1
10280,A2A3U5
10282,Q53XK0
10282,BET1
10284,SAP18
10285,SPF30
10286,SPF27
10286,B2R7W3
10287,RGS19
10287,B4DP94
10291,SF3A1
10291,A0A024R1K8
10293,TRAIP
10294,DNJA2
10294,A0A024R6S1
10295,BCKD
10295,A0A024QZA9
10296,B4DVN3
10296,MAEA
10296,B4DQT1
10296,D6RIB6
10296,B3KRN7
10296,B4DJP8
10297,APCL
10298,A0A024R0L8
10298,A0A024R0J1
10298,PAK4
10299,MARH6
10300,KTNB1
10302,SNPC5
10302,A0A024R5X1
10307,APBB3
10307,Q96DX9
10307,Q59EH2
10309,CCNO
10313,RTN3
10313,A0A024R5C4
10314,A0A024R3Z5
10314,Q53TN2
10314,LANC1
10314,B2R602
10316,NMUR1
10318,B7Z8K2
10318,A8K4N4
10318,TNIP1
10318,A0A0A0MRZ4
10320,A0A2R8Y4D3
10320,C9JTB0
10320,R9R4D9
10320,IKZF1
10324,KLH41
10325,RRAGB
10328,EMC8
10328,Q53Y03
10329,RXLT1
10329,G3V1K2
10330,CNPY2
10332,CLC4M
10332,B4E2Z5
10335,IRAG1
10336,PCGF3
10336,B4DTN5
10336,B3KQ06
10336,B3KWT8
10342,TFG
10342,Q05BK6
10345,A0A590UJV0
10345,H9ME53
10345,TRDN
10345,Q8IVK2
10346,B4DQS5
10346,TRI22
10360,NPM3
10361,NPM2
10362,HM20B
10363,HM20A
10363,B4DMG1
10365,KLF2
10370,D9ZGF1
10370,A0A0A0MTM3
10370,CITE2
10376,TBA1B
10379,IRF9
10381,Q53G92
10381,TBB3
10383,TBB4B
10388,SYCP2
10389,SCML2
10392,NOD1
10392,G3XAL1
10392,A0A024RA73
10393,APC10
10395,A8K119
10395,RHG07
10397,NDRG1
10397,B3KWB2
10397,Q8N959
10398,A0A384NY64
10398,MYL9
10399,RACK1
10399,E9KL35
10401,B3KNI3
10401,PIAS3
10403,A8K031
10403,NDC80
10406,A0A384MTN6
10406,WFDC2
10410,IFM3
10413,K0KVU2
10413,YAP1
10413,A0A024R3E4
10413,Q86T74
10419,ANM5
10419,B4DV00
10420,TESK2
10420,B4DFN2
10421,A0A024QZC1
10421,CD2B2
10422,A0A140VK64
10422,UBAC1
10424,PGRC2
10425,ARI2
10425,Q53ET9
10425,Q6IBL8
10428,A0A0H5APX3
10428,CFDP1
10428,A0A0H5AUJ9
10430,TM147
10432,A0A0S2Z567
10432,A0A0S2Z5V2
10432,A0A0S2Z4Z0
10435,BORG1
10436,NEP1
10438,C1D
10443,A0A024RDV2
10443,N42L2
10443,B4DPY1
10443,Q9Y3H6
10444,ZER1
10444,A0A024R8B0
10445,MCRS1
10445,A0A024R134
10447,FAM3C
10450,PPIE
10450,B3KSZ1
10451,VAV3
10452,TOM40
10454,A8K6K3
10454,TAB1
10455,ECI2
10455,A0A0C4DGA2
10456,A0A0S2Z565
10456,A0A0S2Z591
10456,HAX1
10457,A0A024RA55
10457,GPNMB
10457,Q96F58
10458,BAIP2
10458,I3L4C2
10459,MD2L2
10459,A0A024R4I4
10460,TACC3
10461,MERTK
10462,CLC10
10462,J3KR22
10464,PIBF1
10465,PPIH
10465,Q6FH36
10466,COG5
10467,ZNHI1
10468,FST
10468,A0A024QZU6
10469,TIM44
10472,ZBT18
10474,A0A024R2D7
10474,A8K899
10474,TADA3
10475,A0A024QZY4
10475,TRI38
10477,UB2E3
10477,R4GNG6
10478,B4DU97
10478,F6RTR7
10478,PM34
10478,B4DP73
10479,SL9A6
10479,A0A1B0GV11
10480,EIF3M
10482,NXF1
10482,Q59E96
10483,A0A2R8YFH5
10483,SC23B
10484,SC23A
10486,Q5JPJ8
10486,CAP2
10487,D3DPU2
10487,CAP1
10488,CREB3
10490,VTI1B
10492,A0A7I2V309
10492,B7Z645
10492,HNRPQ
10492,Q59GL1
10492,A0A7I2YQN2
10494,B4E185
10494,A0A0S2Z4Y2
10494,B4DVS7
10494,B3KRS6
10494,Q96BA2
10494,A0A024R4B2
10494,B4DMA5
10494,STK25
10497,Q4LE73
10497,UN13B
10498,CARM1
10499,NCOA2
10499,B4DPW8
10507,SEM4D
10513,APBP2
10513,A0A024QZ47
10514,MBB1A
10516,A0A024R6G3
10516,FBLN5
10519,CIB1
10519,A0A140VK09
10521,DDX17
10521,A0A5H1ZRQ2
10521,Q59F66
10522,DEAF1
10523,CHERP
10524,A0A024R597
10524,KAT5
10524,A0A024R5E8
10525,A0A494C039
10525,B3KXH0
10525,A0A384P5T6
10525,B7Z766
10525,Q6IN67
10525,B7Z602
10525,HYOU1
10526,IPO8
10527,IPO7
10527,B3KNG9
10528,NOP56
10529,NEBL
10529,Q59FZ8
10533,ATG7
10533,B3KQM6
10534,G3V1B8
10534,ZNRD2
10535,RNH2A
10537,A0A1U9X8S6
10537,UBD
10538,BATF
10539,A0A140VJK1
10539,GLRX3
10540,DCTN2
10540,B3KTX4
10540,A0A384MDU9
10540,V9HW58
10540,A8K8J9
10541,AN32B
10542,A0A0C4DGV4
10542,LTOR5
10549,V9HW63
10549,PRDX4
10550,PRAF3
10550,A0A024R371
10551,Q4JM46
10551,AGR2
10553,HTAI2
10556,RPP30
10557,RPP38
10564,Q59FR3
10564,A0A7P0T7Z2
10564,Q86TH5
10564,BIG2
10565,BIG1
10565,A0A024R7X0
10566,AKAP3
10566,V9HWD4
10567,PRAF1
10569,SLU7
10570,D3DRG7
10570,DPYL4
10572,SIVA
10575,TCPD
10576,V9HW96
10576,TCPB
10577,A0A024R6C0
10577,NPC2
10579,Q4VXL8
10579,TACC2
10579,Q4VXL4
10579,B2RWP4
10579,D6RAA5
10579,B7ZMJ9
10580,SRBS1
10580,B4DTX5
10587,TRXR2
10587,E7EWK1
10589,NC2A
10590,SEGN
10592,Q6IPS5
10592,B3KMB1
10592,Q7Z2X1
10592,A8K984
10592,A0A024R158
10592,Q05BV1
10592,Q05D74
10592,B7ZLZ7
10592,SMC2
10594,PRP8
10598,G3V438
10598,AHSA1
10600,UBP16
10602,BORG2
10603,SH2B2
10605,PAIP1
10606,PUR6
10607,TBL3
10608,MAD4
10611,B7Z481
10611,B7Z8X5
10611,PDLI5
10611,A0A024RDE8
10612,TRIM3
10612,B7Z5Y8
10613,ERLN1
10614,HEXI1
10615,SPAG5
10616,A6PVK0
10616,HOIL1
10616,A6PVJ6
10617,A0A140VK54
10617,A0A804HIF8
10617,STABP
10618,TGON2
10621,Q05DB8
10621,RPC6
10622,RPC7
10622,A0A024RAM1
10623,RPC3
10625,NS1BP
10626,TRI16
10626,B3KP96
10628,TXNIP
10629,TAF6L
10629,A0A024R5A7
10629,A8K0D4
10635,R51A1
10636,RGS14
10640,EXOC5
10642,IF2B1
10643,IF2B3
10644,F8W930
10644,B3FTN5
10644,B4DKT5
10644,IF2B2
10645,A0A024RBQ3
10645,A0A024RBP6
10645,KKCC2
10645,A0A024RBQ0
10645,A0A024RBP8
10651,MTX2
10656,KHDR3
10657,KHDR1
10658,G5EA30
10658,CELF1
10659,CELF2
10659,B4DT00
10659,A0A1B0GUN8
10659,B4DDE7
10659,B4DZ01
10659,A0A1B0GU44
10659,E9PC62
10659,A0A0J9YX66
10659,B4DIB6
10659,A0A0J9YXJ0
10661,KLF1
10664,A0A2R8YFL0
10664,CTCF
10670,RRAGA
10671,DCTN6
10672,GNA13
10672,A0A024R8M0
10673,TN13B
10673,A0A0U5J7Q1
10675,A0A087WUT8
10675,B7Z2E0
10675,CSPG5
10681,A0A024R5V3
10681,A0A024R5R9
10681,GNB5
10682,A0A024QYX0
10682,EBP
10687,PNMA2
10687,Q5U5Z3
10691,GMEB1
10691,B1AT47
10691,B2RCN8
10693,TCPW
10713,B7Z7L9
10713,B3KMG1
10713,SNUT2
10713,B3KPG7
10713,A0A087X1B2
10714,DPOD3
10714,A0A024R5M8
10716,TBR1
10717,AP4B1
10717,A0A024R0J5
10717,B3KSJ4
10717,B1ALD0
10717,B4DTG3
10724,OGA
10725,NFAT5
10725,A0A024R734
10726,NUDC
10728,A0A087WYT3
10728,A0A024RB32
10728,TEBP
10728,B3KUY2
10732,TCFL5
10732,Q86TP4
10733,PLK4
10735,STAG2
10735,Q6MZM3
10735,Q6AI02
10735,Q6MZP3
10736,Q8TBA2
10736,SIX2
10741,RBBP9
10742,RAI2
10742,B2RBE9
10742,B3KPD7
10742,A0A024RBZ8
10743,RAI1
10746,M3K2
10746,A0A024RAH0
10747,MASP2
10749,KIF1C
10750,GRAP
10750,I3L2P9
10755,A8K2I7
10755,GIPC1
10755,A0A024R7I1
10755,A0A024R7I0
10758,CIKS
10762,B4E2D3
10762,NUP50
10762,A0A024R4X7
10763,NEST
10763,Q9H6U9
10765,A0A3B3ITA8
10765,KDM5B
10766,TOB2
10767,D9YZV0
10767,HBS1L
10768,A0A024R0A8
10768,SAHH2
10769,A0A087WUH9
10769,A0A024QZV1
10769,PLK2
10771,B7Z2J6
10771,J3QKD2
10771,Q5UGI2
10771,ZMY11
10771,Q5BJG6
10772,Q5JRI1
10772,SRS10
10772,A0A0S2Z504
10772,B3KNY6
10773,ZBTB6
10775,RPP29
10782,ZN274
10782,A0A0A0MR47
10783,NEK6
10783,A0A024R8A6
10785,WDR4
10787,NCKP1
10788,B7Z7U6
10788,IQGA2
10788,B7Z7X2
10788,Q59HA3
10791,Q6FG93
10791,VAMP5
10794,ZN460
10799,RPP40
10799,A0A087X1N3
10800,Q38Q88
10800,Q38Q91
10800,CLTR1
10801,A0A0S2Z5A5
10801,SEPT9
10807,ENTR1
10808,B4DY72
10808,A0A024RDQ0
10808,A0A024RDS1
10808,A0A0A0MSM0
10808,HS105
10809,STA10
10809,A0A024R5L8
10810,WASF3
10810,Q5T8P4
10811,NOXA1
10813,UT14A
10815,CPLX1
10817,A0A140VJJ7
10817,FRS3
10818,FRS2
10818,L7RTG7
10827,F1142
10827,A0A140VKG4
10827,B3KTE4
10827,B4DQT0
10827,I6L9D5
10827,E7ESJ7
10838,A6NFS0
10840,Q53H87
10840,AL1L1
10841,FTCD
10845,CLPX
10845,A0A024R5X7
10847,SRCAP
10848,IASPP
10848,A0A024R0Q5
10849,RPA34
10856,B3KNL2
10856,RUVB2
10857,Q6IB11
10857,PGRC1
10865,ARI5A
10868,UBP20
10869,UBP19
10874,E9PDJ7
10874,NMU
10874,A0A0B4J202
10874,A0A250SH36
10874,Q86WB6
10881,A0A140VK03
10881,ACL7A
10885,WDR3
10885,Q5TDG3
10890,RAB10
10891,PRGC1
10891,A0A024R9Q9
10892,MALT1
10892,A8K5S1
10897,YIF1A
10897,A6NGW1
10897,A8K509
10898,CPSF4
10898,B7Z7B0
10900,RUN3A
10901,DHRS4
10902,B4DEG9
10902,B4DN43
10902,B4DMS9
10902,BRD8
10906,TRAD1
10906,A0A024RBK4
10907,K7ESL1
10907,TXN4A
10910,SGT1
10910,B4DYC6
10910,A8K7W3
10912,GA45G
10915,TCRG1
10919,A2ABF8
10919,A0A024RCN9
10919,Q59FM7
10919,EHMT2
10919,B7Z852
10920,CSN8
10920,A0A024R4D1
10921,D3DU92
10921,RNPS1
10921,H3BMS0
10922,A0A090N8I0
10922,FASTK
10922,A0A090N8Z7
10923,TCP4
10923,Q6IBA2
10926,B7Z8C6
10926,DBF4A
10926,B4DXK0
10927,A0A024R297
10927,SPIN1
10928,RBP1
10929,A0A024R3A8
10929,SRSF8
10933,MO4L1
10935,A0A384MTR2
10935,PRDX3
10938,A0A024R571
10938,EHD1
10938,B2R5U3
10940,POP1
10940,Q96F88
10943,MS3L1
10945,ERD21
10946,B4DW90
10946,SF3A3
10949,ROA0
10951,Q6IBN6
10951,CBX1
10952,SC61B
10953,TOM34
10956,OS9
10959,Q6FHT8
10959,TMED2
10961,ERP29
10961,V9HW71
10961,F8VY02
10963,STIP1
10963,V9HW72
10965,ACOT2
10966,RB40B
10969,Q6IB29
10969,EBP2
10969,H7C2Q8
10970,CKAP4
10970,A0A024RBH2
10971,1433T
10972,A0A024R6I3
10972,TMEDA
10973,ASCC3
10973,B4DR60
10978,CLP1
10979,FERM2
10979,A0A024R687
10980,CSN6
10981,RAB32
10982,A0A024RC33
10982,MARE2
10983,CCNI
10983,A0A024RDH0
10985,GCN1
10987,A0A024R7W9
10987,CSN5
10988,MAP2
10988,A0A140VJE3
10988,F8VQZ7
10989,MIC60
10992,SF3B2
10999,S27A4
10999,A0A024R8D2
11001,S27A2
11004,KIF2C
11004,A0A140VKF1
11004,B7Z6Q6
11004,B7Z7M6
11007,CC85B
11009,IL24
11009,A0A7R8C2Y5
11011,A0A804HJZ9
11011,TLK2
11011,B4DUC2
11011,A0A804HK10
11011,J3QLK5
11015,A0A024R1R0
11015,ERD23
11016,ATF7
11017,SNR27
11017,A8K513
11020,IFT27
11021,RAB35
11022,TDRKH
11022,B4DJ68
11030,B4E3T4
11030,RBPMS
11030,D3DSV0
11031,RAB31
11033,B4DUZ7
11033,ADAP1
11033,A8K3A2
11034,DEST
11034,V9HWA6
11035,RIPK3
11040,PIM2
11040,A0A024QYW7
11043,TRIM1
11043,Q6GX22
11047,ADRM1
11047,A0A087WX59
11051,A0A024R6W2
11051,CPSF5
11052,CPSF6
11059,WWP1
11060,WWP2
11060,A0A024R711
11060,B4DHF6
11065,A0A0A0MSE8
11065,UBE2C
11065,A0A087WVK1
11065,Q5TZN3
11069,B7Z278
11069,RPGF4
11072,DUS14
11072,Q6FI36
11073,Q05BV8
11073,A0AV47
11073,TOPB1
11073,A7E2X7
11074,TRI31
11074,Q2L6J1
11075,STMN2
11076,Q4L233
11076,TPPP
11077,Q6IAT7
11077,HSF2B
11078,TARA
11080,B4DNN2
11080,DNJB4
11083,DIDO1
11091,WDR5
11097,NUP42
11099,PTN21
11100,HNRL1
11100,B7Z4B8
11100,A0A0A0MRA5
11100,A0A024R0J9
11100,A8K3W4
11101,B4DK25
11101,B3KWA3
11101,F5GXE4
11101,B4E107
11101,ATE1
11101,F8WAC9
11102,RPP14
11103,KRR1
11104,A8K7S5
11104,KTNA1
11112,A0A024RA75
11112,3HIDH
11113,CTRO
11116,CEP43
11116,B4DH64
11116,A0A087WV25
11117,EMIL1
11122,A0A075B6H0
11122,PTPRT
11123,RCAN3
11123,A0A024RAH2
11124,FAF1
11127,KIF3A
11127,B4DHG8
11127,Q05CT3
11127,J3KPF9
11127,E9PES4
11128,RPC1
11129,A0A0A0MQS2
11129,CLASR
11130,ZWINT
11135,BORG5
11137,B4DJV5
11137,A0A024RBH5
11137,PWP1
11140,A0A024R7B7
11140,CDC37
11141,X5DNQ7
11141,IRPL1
11143,KAT7
11144,DMC1
11145,A0A024R561
11145,PLAT3
11146,GLMN
11146,B4DJ85
11147,HHLA3
11151,COR1A
11151,A0A024R611
11152,A0A024QYX1
11152,WIPI4
11153,FICD
11153,A0A024RBM8
11154,AP4S1
11155,A0A0S2Z530
11155,LDB3
11155,A0A0S2Z501
11156,TP4A3
11157,LSM6
11158,A0A0S2SW46
11158,RBL2B
11159,B7ZBD5
11159,RBL2A
11159,Q6IC14
11159,Q2TAB6
11160,A0A384ME54
11160,ERLN2
11161,Q86TW5
11161,ERG28
11161,Q6FII3
11165,NUDT3
11168,PSIP1
11170,F107A
11170,A0A024R327
11170,Q6IAM1
11171,STRAP
11171,B0AZV0
11176,BAZ2A
11176,F8VU39
11177,BAZ1A
11178,LZTS1
11179,ZN277
11180,WDR6
11180,A0A087X295
11180,Q9H9M3
11180,B4E256
11180,B3KRR8
11180,E9PDU5
11183,A0A804HIS2
11183,B3KWC4
11183,M4K5
11184,M4K1
11186,RASF1
11187,PKP3
11190,CP250
11193,WBP4
11196,S23IP
11198,SP16H
11199,ANX10
11200,CHK2
11201,POLI
11202,KLK8
11202,A0A0A0MQY9
11213,IRAK3
11214,AKP13
11214,A8MYJ1
11214,B0AZU4
11215,AKA11
11216,AKA10
11216,E7EMD6
11216,A0A0S2Z4Z7
11218,Q9H4N4
11218,DDX20
11221,DUS10
11226,GALT6
11227,GALT5
11228,A0A024RB12
11228,A8K8G8
11228,RASF8
11231,A0A0S2Z5M1
11231,SEC63
11235,PDC10
11235,C9J363
11237,RNF24
11244,ZHX1
11244,A0A024R9F1
11249,NXPH2
11252,PACN2
11252,Q6FIA3
11255,HRH3
11260,XPOT
11261,H0YKE7
11261,A0A024R9M9
11261,CHP1
11262,SP140
11262,B4DVW8
11262,Q8IWJ1
11262,Q0VGE4
11267,SNF8
11269,A0A0U4B4U6
11269,DD19B
11269,B4DL69
11269,A0A024QZ90
11273,H3BUF6
11273,ATX2L
11274,UBP18
11275,KLHL2
11275,B4DFZ5
11275,E9PEX9
11276,SYNRG
11277,Q5TZT0
11277,TREX1
11278,KLF12
11278,Q8WWI3
11279,A0A024R9X4
11279,KLF8
11284,PNKP
11311,A0A2R8YE10
11311,B7Z5D4
11311,VPS45
11311,B7Z360
11315,PARK7
11315,V9HWC2
11316,M0QXB4
11316,COPE
11318,GP182
11319,ECD
11321,Q53RZ9
11321,GPN1
11325,DDX42
11326,VSIG4
11329,A0A024RD18
11329,STK38
11331,PHB2
11334,TUSC2
11335,CBX3
11335,A4D177
11337,GBRAP
11337,Q6IAW1
11338,U2AF2
11339,MS18B
11339,A0A024R9N0
11340,EXOS8
11342,RNF13
11343,MGLL
11343,B2ZGL7
11343,A0A0C4DFN3
11343,E7EWX8
11345,GBRL2
11346,SYNPO
22794,CASC3
22795,NID2
22796,COG2
22796,B1ALW7
22797,TFEC
22800,RRAS2
22803,B4DZC3
22803,XRN2
22806,IKZF3
22807,A0A024R3Z4
22807,IKZF2
22808,Q6FGP0
22808,RASM
22808,Q8WVM9
22809,A0A024QZG3
22809,ATF5
22818,A0A024RB72
22818,COPZ1
22820,COPG1
22821,RASA3
22822,PHLA1
22826,DNJC8
22827,PUF60
22836,RHBT3
22837,A0A0D9SG04
22837,COBL1
22837,A0A0X1KG75
22837,B7Z2P5
22839,DLGP4
22839,A0A0B4J2C2
22841,RFIP2
22845,DOLK
22845,A0A0S2Z597
22848,AAK1
22849,CPEB3
22849,B3KXC1
22849,Q5QP71
22850,ADNP2
22850,A0A024R377
22853,LMTK2
22854,NTNG1
22854,Q5IEC3
22854,X5DNW2
22854,Q5IEC8
22854,B4DKF0
22858,A0A7I2PIU1
22858,CILK1
22858,A0A024RD59
22858,B3KQG4
22859,AGRL1
22863,BAKOR
22866,B3KPN2
22866,A0A2R8Y622
22866,A0A2R8Y700
22866,CNKR2
22866,A0A2U3TZH5
22866,A0A2R8Y7A1
22870,PP6R1
22871,NLGN1
22872,A0A024RDH6
22872,SC31A
22872,A1LU61
22877,MLXIP
22878,TPPC8
22879,Q6ZR87
22879,MON1B
22879,B4DKA0
22879,E7EW32
22880,MORC2
22881,B7Z3D2
22881,ANKR6
22882,ZHX2
22883,B4E3Q1
22883,CSTN1
22885,ABLM3
22885,A0A0C4DGA7
22888,RNF37
22889,KHDC4
22890,ZBTB1
22891,ZN365
22891,TALAN
22893,A0A024R9K2
22893,BAHD1
22894,RRP44
22894,G3V1J5
22895,A0A024RBK6
22895,RP3A
22897,CE164
22905,EPN2
22906,A0A087X0N0
22906,TRAK1
22906,B7Z218
22906,B7ZAE5
22907,H7BXY3
22907,DHX30
22908,SAC1
22908,B4DVV3
22908,E9PGZ4
22909,FAN1
22913,RALY
22913,Q53GL6
22916,NCBP2
22916,B3KSB0
22918,C1QR1
22919,MARE1
22920,KIFA3
22924,MARE3
22926,ATF6A
22926,A0A7P0TAF2
22926,A8K383
22926,A0A7P0Z421
22927,HABP4
22929,SPS1
22933,A0A0A0MRF5
22933,A0A024R0G8
22933,SIR2
22934,RPIA
22936,ELL2
22936,Q59FW6
22936,Q7Z656
22938,SNW1
22938,G3V3A4
22941,A0A590UJ45
22941,A6NHU9
22941,C0SPH0
22941,SHAN2
22943,DKK1
